153800,Playboi Carti,2022-01-12 14:07,Shoota (feat. Lil Uzi Vert)
243976,Lil Uzi Vert,2022-01-12 14:11,Sanguine Paradise
345133,Mac Miller,2022-01-12 14:17,Self Care
197133,Gunna,2022-01-12 14:20,too easy (Remix) [feat. Future & Roddy Ricch]
169146,Dreamville,2022-01-12 14:23,Down Bad (feat. JID€ Bas€ J. Cole€ EARTHGANG & Young Nudy)
240459,Playboi Carti,2022-01-12 14:27,Flex
200186,Young Thug,2022-01-12 14:30,The London (feat. J. Cole & Travis Scott)
187105,A$AP Rocky,2022-01-12 14:33,Babushka Boi
219333,Kendrick Lamar,2022-01-12 14:37,Alright
113149,Duke Deuce,2022-01-12 14:39,Crunk Ain't Dead
146844,Only The Family,2022-01-12 14:41,Hellcats & Trackhawks
206333,Playboi Carti,2022-01-12 14:45,Fell In Luv (feat. Bryson Tiller)
226652,Kanye West,2022-01-12 14:49,Praise God
213357,JID,2022-01-12 14:52,Off Deez (with J. Cole)
268166,Baby Keem,2022-01-12 15:39,range brothers (with Kendrick Lamar)
193561,Unknown Artist,2022-01-12 15:43,Unknown Track
5610,Gunna,2022-01-12 15:44,too easy (Remix) [feat. Future & Roddy Ricch]
193561,Unknown Artist,2022-01-12 16:04,Unknown Track
123440,Playboi Carti,2022-01-12 16:06,Long Time - Intro
193561,Unknown Artist,2022-01-12 16:09,Unknown Track
426,Gunna,2022-01-12 16:40,pushin P (feat. Young Thug)
1301,Gunna,2022-01-12 16:40,too easy (Remix) [feat. Future & Roddy Ricch]
90988,Gunna,2022-01-12 16:40,too easy (Remix) [feat. Future & Roddy Ricch]
298,42 Dugg,2022-01-12 16:49,4 Da Gang (with Roddy Ricch)
6912,Gunna,2022-01-12 16:49,too easy (Remix) [feat. Future & Roddy Ricch]
136266,Gunna,2022-01-12 16:52,pushin P (feat. Young Thug)
175877,Remble,2022-01-12 16:55,Rocc Climbing (feat. Lil Yachty)
135920,Kanye West,2022-01-12 16:57,Father Stretch My Hands Pt. 1
191054,Kanye West,2022-01-12 19:13,Praise God
57941,Lil Baby,2022-01-12 19:29,The Bigger Picture
195053,Lil Baby,2022-01-12 19:33,The Bigger Picture
250,Unknown Artist,2022-01-12 19:34,Unknown Track
156367,42 Dugg,2022-01-12 19:36,4 Da Gang (with Roddy Ricch)
